feature_id,feature_area,feature_type,cli_surface,user_story,expected_behavior,implementation_status,story_status,test_status,last_tested_at,test_command,test_result,error_notes,existing_evidence,manual_test_data_needed,source_refs
CMD-060,Cycle,CLI command,linctl cycle usage,"As a Linear operator using linctl, I want to show compact usage guidance for this domain so I can work from the agent-safe CLI surface.",Show compact usage guidance for this domain. Usage: linctl cycle usage. Local-only behavior must not perform unintended remote mutations.,Implemented in command tree,Drafted from generated command reference,Passed token-free command test,2026-06-23T22:09:54+03:00,/tmp/linctl-feature-story-smoke cycle usage,"PASS: exited 0, wrote usage output, stderr empty",,,,skills/linctl/references/commands.md; internal/cli/cycle.go
CMD-061,Core,CLI command,linctl doctor,"As a Linear operator using linctl, I want to check linctl config, token, and target health so I can work from the agent-safe CLI surface.","Check linctl config, token, and target health. Usage: linctl doctor.",Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/doctor.go
CMD-062,Document,CLI command,linctl document comments,"As a Linear operator using linctl, I want to list document comments without body content so I can work from the agent-safe CLI surface.",List document comments without body content. Usage: linctl document comments DOCUMENT_ID [flags]. Supported flags: --limit int maximum comments to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/document.go
CMD-063,Document,CLI command,linctl document create,"As a Linear operator using linctl, I want to create a document in the pinned target so I can work from the agent-safe CLI surface.",Create a document in the pinned target. Usage: linctl document create [flags]. Supported flags: --content string document content as markdown; use - to read stdin; --content-file string read document content from file; --title string document title Guarded writes must resolve the active target and fail closed on target mismatch.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/command_flow_test.go; internal/cli/coverage_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,,skills/linctl/references/commands.md; internal/cli/document.go
CMD-064,Document,CLI command,linctl document get,"As a Linear operator using linctl, I want to get one Document by id or slug so I can work from the agent-safe CLI surface.",Get one Document by id or slug. Usage: linctl document get DOCUMENT_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/document.go
CMD-065,Document,CLI command,linctl document list,"As a Linear operator using linctl, I want to list visible documents so I can work from the agent-safe CLI surface.",List visible documents. Usage: linctl document list [flags]. Supported flags: --limit int maximum documents to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/document.go
CMD-066,Document,CLI command,linctl document update,"As a Linear operator using linctl, I want to update a document after pinned-target comparison so I can work from the agent-safe CLI surface.",Update a document after pinned-target comparison. Usage: linctl document update DOCUMENT_ID [flags]. Supported flags: --content string new document content as markdown; use - to read stdin; --content-file string read new document content from file; --title string new document title Guarded writes must resolve the active target and fail closed on target mismatch.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/command_flow_test.go; internal/cli/coverage_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/document.go
CMD-067,Core,CLI command,linctl done,"As a Linear operator using linctl, I want to close the current checkout issue so I can work from the agent-safe CLI surface.",Close the current checkout issue. Usage: linctl done. Guarded writes must resolve the active target and fail closed on target mismatch.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/root.go
CMD-068,Emoji,CLI command,linctl emoji get,"As a Linear operator using linctl, I want to get one custom emoji by id or name so I can work from the agent-safe CLI surface.",Get one custom emoji by id or name. Usage: linctl emoji get EMOJI_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/emoji.go
CMD-069,Emoji,CLI command,linctl emoji list,"As a Linear operator using linctl, I want to list organization custom emojis so I can work from the agent-safe CLI surface.",List organization custom emojis. Usage: linctl emoji list [flags]. Supported flags: --limit int maximum emojis to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/emoji.go
CMD-070,External Link,CLI command,linctl external-link get,"As a Linear operator using linctl, I want to get one external link by id so I can work from the agent-safe CLI surface.",Get one external link by id. Usage: linctl external-link get EXTERNAL_LINK_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/external_link.go
CMD-071,External User,CLI command,linctl external-user get,"As a Linear operator using linctl, I want to get one ExternalUser by id so I can work from the agent-safe CLI surface.",Get one ExternalUser by id. Usage: linctl external-user get EXTERNAL_USER_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/external_user.go
CMD-072,External User,CLI command,linctl external-user list,"As a Linear operator using linctl, I want to list Linear ExternalUsers so I can work from the agent-safe CLI surface.",List Linear ExternalUsers. Usage: linctl external-user list [flags]. Supported flags: --limit int maximum ExternalUsers to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/external_user.go
CMD-073,Favorite,CLI command,linctl favorite children,"As a Linear operator using linctl, I want to list children of a folder favorite so I can work from the agent-safe CLI surface.",List children of a folder favorite. Usage: linctl favorite children FAVORITE_ID [flags]. Supported flags: --limit int maximum favorites to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/favorite.go
CMD-074,Favorite,CLI command,linctl favorite get,"As a Linear operator using linctl, I want to get one favorite by id so I can work from the agent-safe CLI surface.",Get one favorite by id. Usage: linctl favorite get FAVORITE_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/favorite.go
CMD-075,Favorite,CLI command,linctl favorite list,"As a Linear operator using linctl, I want to list the authenticated user's favorites so I can work from the agent-safe CLI surface.",List the authenticated user's favorites. Usage: linctl favorite list [flags]. Supported flags: --limit int maximum favorites to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/favorite.go
CMD-076,Files,CLI command,linctl files download,"As a Linear operator using linctl, I want to download a file asset to a local path so I can work from the agent-safe CLI surface.",Download a file asset to a local path. Usage: linctl files download URL [flags]. Supported flags: --output string local path to write the downloaded file,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,"package passed; files_test.go covers local file write, flags, bad URL/status/transport/write errors, and no command runtime",,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/files.go
CMD-077,Files,CLI command,linctl files upload,"As a Linear operator using linctl, I want to upload a file and print its Linear asset URL so I can work from the agent-safe CLI surface.",Upload a file and print its Linear asset URL. Usage: linctl files upload PATH [flags]. Supported flags: --content-type string MIME type; inferred from the file extension when empty,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,"package passed; files_test.go covers asset URL output, flags, read errors, mutation errors, and upload transport failures",,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/files.go
CMD-078,Initiative,CLI command,linctl initiative documents,"As a Linear operator using linctl, I want to list documents associated with one Linear initiative so I can work from the agent-safe CLI surface.",List documents associated with one Linear initiative. Usage: linctl initiative documents INITIATIVE_ID [flags]. Supported flags: --limit int maximum documents to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/initiative.go
CMD-079,Initiative,CLI command,linctl initiative get,"As a Linear operator using linctl, I want to get one initiative by id or slug so I can work from the agent-safe CLI surface.",Get one initiative by id or slug. Usage: linctl initiative get INITIATIVE_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/initiative.go
CMD-080,Initiative,CLI command,linctl initiative history,"As a Linear operator using linctl, I want to list history records associated with one Linear initiative so I can work from the agent-safe CLI surface.",List history records associated with one Linear initiative. Usage: linctl initiative history INITIATIVE_ID [flags]. Supported flags: --limit int maximum history records to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/initiative.go
CMD-081,Initiative,CLI command,linctl initiative links,"As a Linear operator using linctl, I want to list external links associated with one Linear initiative so I can work from the agent-safe CLI surface.",List external links associated with one Linear initiative. Usage: linctl initiative links INITIATIVE_ID [flags]. Supported flags: --limit int maximum links to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/initiative.go
CMD-082,Initiative,CLI command,linctl initiative list,"As a Linear operator using linctl, I want to list visible initiatives so I can work from the agent-safe CLI surface.",List visible initiatives. Usage: linctl initiative list [flags]. Supported flags: --limit int maximum initiatives to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/initiative.go
CMD-083,Initiative,CLI command,linctl initiative projects,"As a Linear operator using linctl, I want to list projects directly associated with one Linear initiative so I can work from the agent-safe CLI surface.",List projects directly associated with one Linear initiative. Usage: linctl initiative projects INITIATIVE_ID [flags]. Supported flags: --limit int maximum projects to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/initiative.go
CMD-084,Initiative,CLI command,linctl initiative sub-initiatives,"As a Linear operator using linctl, I want to list sub-initiatives associated with one Linear initiative so I can work from the agent-safe CLI surface.",List sub-initiatives associated with one Linear initiative. Usage: linctl initiative sub-initiatives INITIATIVE_ID [flags]. Supported flags: --limit int maximum sub-initiatives to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/initiative.go
CMD-085,Initiative,CLI command,linctl initiative updates,"As a Linear operator using linctl, I want to list status updates associated with one Linear initiative so I can work from the agent-safe CLI surface.",List status updates associated with one Linear initiative. Usage: linctl initiative updates INITIATIVE_ID [flags]. Supported flags: --limit int maximum initiative updates to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/initiative.go
CMD-086,Initiative Relation,CLI command,linctl initiative-relation get,"As a Linear operator using linctl, I want to get one initiative relation by id so I can work from the agent-safe CLI surface.",Get one initiative relation by id. Usage: linctl initiative-relation get INITIATIVE_RELATION_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/initiative_relation.go
CMD-087,Initiative Relation,CLI command,linctl initiative-relation list,"As a Linear operator using linctl, I want to list visible initiative relations so I can work from the agent-safe CLI surface.",List visible initiative relations. Usage: linctl initiative-relation list [flags]. Supported flags: --limit int maximum initiative relations to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/initiative_relation.go
CMD-088,Initiative To Project,CLI command,linctl initiative-to-project get,"As a Linear operator using linctl, I want to get one Initiative-to-Project association by id so I can work from the agent-safe CLI surface.",Get one Initiative-to-Project association by id. Usage: linctl initiative-to-project get INITIATIVE_TO_PROJECT_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/initiative_to_project.go
CMD-089,Initiative To Project,CLI command,linctl initiative-to-project list,"As a Linear operator using linctl, I want to list visible Initiative-to-Project associations so I can work from the agent-safe CLI surface.",List visible Initiative-to-Project associations. Usage: linctl initiative-to-project list [flags]. Supported flags: --limit int maximum Initiative-to-Project associations to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/initiative_to_project.go
CMD-090,Initiative Update,CLI command,linctl initiative-update comments,"As a Linear operator using linctl, I want to list initiative update comments without body content so I can work from the agent-safe CLI surface.",List initiative update comments without body content. Usage: linctl initiative-update comments INITIATIVE_UPDATE_ID [flags]. Supported flags: --limit int maximum comments to return (default 50) Guarded writes must resolve the active target and fail closed on target mismatch.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/initiative_update.go
CMD-091,Initiative Update,CLI command,linctl initiative-update get,"As a Linear operator using linctl, I want to get one initiative update by id so I can work from the agent-safe CLI surface.",Get one initiative update by id. Usage: linctl initiative-update get INITIATIVE_UPDATE_ID. Guarded writes must resolve the active target and fail closed on target mismatch.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/initiative_update.go
CMD-092,Initiative Update,CLI command,linctl initiative-update list,"As a Linear operator using linctl, I want to list visible initiative updates so I can work from the agent-safe CLI surface.",List visible initiative updates. Usage: linctl initiative-update list [flags]. Supported flags: --limit int maximum initiative updates to return (default 50) Guarded writes must resolve the active target and fail closed on target mismatch.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/initiative_update.go
CMD-093,Issue,CLI command,linctl issue attachments,"As a Linear operator using linctl, I want to list issue attachments so I can work from the agent-safe CLI surface.",List issue attachments. Usage: linctl issue attachments ISSUE_ID [flags]. Supported flags: --limit int maximum attachments to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 197 issue child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue.go
CMD-094,Issue,CLI command,linctl issue bot-actor,"As a Linear operator using linctl, I want to show issue bot actor metadata so I can work from the agent-safe CLI surface.",Show issue bot actor metadata. Usage: linctl issue bot-actor ISSUE_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 197 issue child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue.go
CMD-095,Issue,CLI command,linctl issue branch,"As a Linear operator using linctl, I want to print the issue branch name so I can work from the agent-safe CLI surface.",Print the issue branch name. Usage: linctl issue branch ISSUE_ID. Local-only behavior must not perform unintended remote mutations.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/command_flow_test.go; internal/cli/coverage_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue.go
CMD-096,Issue,CLI command,linctl issue bulk-export,"As a Linear operator using linctl, I want to write the resolved team's issues to a CSV or JSON file so I can work from the agent-safe CLI surface.",Write the resolved team's issues to a CSV or JSON file. Usage: linctl issue bulk-export FILE [flags]. Supported flags: --limit int maximum issues to export (default 250) Local-only behavior must not perform unintended remote mutations.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,"package passed; bulk_test.go covers JSON/CSV file writes, output flags, and errors",,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue.go
CMD-097,Issue,CLI command,linctl issue children,"As a Linear operator using linctl, I want to list issue children so I can work from the agent-safe CLI surface.",List issue children. Usage: linctl issue children ISSUE_ID [flags]. Supported flags: --limit int maximum child issues to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,docs/test-scenarios.md scenario 197 issue child reads,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue.go
CMD-098,Issue,CLI command,linctl issue close,"As a Linear operator using linctl, I want to move an issue to the completed workflow state so I can work from the agent-safe CLI surface.",Move an issue to the completed workflow state. Usage: linctl issue close ISSUE_ID. Guarded writes must resolve the active target and fail closed on target mismatch.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23,go test -count=1 ./internal/cli,package passed; command args appear in internal/cli/command_flow_test.go,,Behavior evidence from existing package tests; verify exact scenario before live release sign-off,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue.go
CMD-099,Issue,CLI command,linctl issue comment,"As a Linear operator using linctl, I want to comment on an issue after pinned-target comparison so I can work from the agent-safe CLI surface.",Comment on an issue after pinned-target comparison. Usage: linctl issue comment ISSUE_ID [flags]. Supported flags: --body string comment body; --body-file string read comment body from file Guarded writes must resolve the active target and fail closed on target mismatch.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue.go
CMD-100,Issue,CLI command,linctl issue comments,"As a Linear operator using linctl, I want to list issue comments so I can work from the agent-safe CLI surface.",List issue comments. Usage: linctl issue comments ISSUE_ID [flags]. Supported flags: --limit int maximum comments to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue.go
CMD-101,Issue,CLI command,linctl issue create,"As a Linear operator using linctl, I want to create an issue in the pinned target so I can work from the agent-safe CLI surface.","Create an issue in the pinned target. Usage: linctl issue create [flags]. Supported flags: --description string issue description; --description-file string read issue description from file; --dry-run render the assembled issue without creating it; --priority string set priority (urgent/high/medium/low/none or 0-4); --section stringArray fill a markdown section: NAME=VALUE (repeatable); --state string set workflow state type (e.g. started, completed); --status string alias for --state; --template string apply a Linear template by id for title/description defaults; --title string issue title Guarded writes must resolve the active target and fail closed on target mismatch.",Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/issue.go
CMD-102,Issue,CLI command,linctl issue deps,"As a Linear operator using linctl, I want to show issue dependencies so I can work from the agent-safe CLI surface.",Show issue dependencies. Usage: linctl issue deps ISSUE_ID [flags]. Supported flags: --limit int maximum related issues per section (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/issue.go
